state,DEM,GOP,pollster,population,sample_size,start_date,end_date
MN,53,45,PPP,lv,1164,11/2/2012,11/3/2012
MO,45,53,PPP,lv,835,11/2/2012,11/3/2012
MT,45,52,PPP,lv,836,11/2/2012,11/3/2012
PA,52,46,PPP,lv,790,11/2/2012,11/3/2012
WI,51,48,PPP,lv,1256,11/2/2012,11/3/2012
CT,55,42,PPP,lv,1220,11/1/2012,11/2/2012
MA,57,42,PPP,lv,1089,11/1/2012,11/2/2012
ME,55,42,PPP,lv,1633,11/1/2012,11/2/2012
FL,47,48,PPP,lv,800,10/17/2012,10/18/2012
OH,51,46,PPP,lv,880,10/12/2012,10/13/2012
OH,49,42,PPP,rv,820,1/28/2012,1/29/2012
NE,37,49,PPP,rv,977,1/26/2011,1/27/2011
MN,51,41,PPP,rv,1236,1/21/2012,1/22/2012
US,44,42,PPP,rv,1151,1/18/2010,1/19/2010
MO,42,52,PPP,lv,500,8/20/2012,8/20/2012
CO,48,44,Project New America/Keating,lv,601,5/21/2012,5/24/2012
CO,49,44,Project New America/Keating,lv,503,9/10/2012,9/11/2012
NC,48,49,Project New America/Myers,lv,500,7/1/2012,7/8/2012
AZ,46,49,Project New America/PPP,lv,791,6/4/2012,6/5/2012
CO,48,46,Purple Strategies,lv,600,5/31/2012,6/5/2012
FL,45,49,Purple Strategies,lv,600,5/31/2012,6/5/2012
OH,45,48,Purple Strategies,lv,600,5/31/2012,6/5/2012
VA,49,46,Purple Strategies,lv,600,5/31/2012,6/5/2012
AZ,45,48,Purple Strategies,lv,600,9/15/2012,9/19/2012
CO,48,45,Purple Strategies,lv,600,9/15/2012,9/19/2012
FL,47,48,Purple Strategies,lv,600,9/15/2012,9/19/2012
NC,48,46,Purple Strategies,lv,600,9/15/2012,9/19/2012
OH,48,44,Purple Strategies,lv,600,9/15/2012,9/19/2012
VA,46,43,Purple Strategies,lv,600,9/15/2012,9/19/2012
CO,45,44,Purple Strategies,lv,600,7/9/2012,7/13/2012
FL,45,48,Purple Strategies,lv,600,7/9/2012,7/13/2012
OH,48,45,Purple Strategies,lv,600,7/9/2012,7/13/2012
VA,46,44,Purple Strategies,lv,600,7/9/2012,7/13/2012
CO,47,47,Purple Strategies,lv,600,4/19/2012,4/23/2012
FL,44,47,Purple Strategies,lv,600,4/19/2012,4/23/2012
OH,49,44,Purple Strategies,lv,600,4/19/2012,4/23/2012
VA,48,46,Purple Strategies,lv,600,4/19/2012,4/23/2012
CO,47,46,Purple Strategies,lv,600,10/23/2012,10/25/2012
OH,46,44,Purple Strategies,lv,600,10/23/2012,10/25/2012
VA,47,47,Purple Strategies,lv,600,10/23/2012,10/25/2012
CO,49,46,Purple Strategies,lv,600,8/13/2012,8/14/2012
FL,47,48,Purple Strategies,lv,600,8/13/2012,8/14/2012
OH,44,46,Purple Strategies,lv,600,8/13/2012,8/14/2012
VA,45,48,Purple Strategies,lv,600,8/13/2012,8/14/2012
US,45,45,Quinnipiac,rv,2730,8/16/2011,8/27/2011
US,46,43,Quinnipiac,rv,2722,7/1/2012,7/8/2012
FL,42,45,Quinnipiac,rv,1226,11/28/2011,12/5/2011
OH,42,43,Quinnipiac,rv,1437,11/28/2011,12/5/2011
PA,46,43,Quinnipiac,rv,1453,11/28/2011,12/5/2011
FL,42,45,Quinnipiac,rv,1185,10/31/2011,11/7/2011
OH,45,42,Quinnipiac,rv,1312,10/31/2011,11/7/2011
PA,44,43,Quinnipiac,rv,1436,10/31/2011,11/7/2011
US,44,45,Quinnipiac,rv,2424,11/8/2010,11/15/2010
OH,44,42,Quinnipiac,rv,1610,1/9/2012,1/16/2012
NJ,51,44,Quinnipiac,lv,1471,8/27/2012,9/2/2012
PA,42,44,Quinnipiac,rv,1358,7/25/2011,7/31/2011
NY,55,32,Quinnipiac,rv,1779,7/17/2012,7/23/2012
OH,45,41,Quinnipiac,rv,1659,7/12/2011,7/18/2011
VA,44,44,Quinnipiac,rv,1673,7/10/2012,7/16/2012
NJ,49,38,Quinnipiac,rv,1623,7/9/2012,7/15/2012
US,47,41,Quinnipiac,rv,2311,7/5/2011,7/11/2011
US,47,41,Quinnipiac,rv,1946,5/31/2011,6/6/2011
FL,45,41,Quinnipiac,rv,1200,6/19/2012,6/25/2012
OH,47,38,Quinnipiac,rv,1237,6/19/2012,6/25/2012
PA,45,39,Quinnipiac,rv,1252,6/19/2012,6/25/2012
FL,46,42,Quinnipiac,rv,1697,6/12/2012,6/18/2012
NY,56,31,Quinnipiac,rv,1504,5/22/2012,5/28/2012
FL,41,47,Quinnipiac,rv,1722,5/15/2012,5/21/2012
FL,43,44,Quinnipiac,rv,1169,4/25/2012,5/1/2012
OH,44,42,Quinnipiac,rv,1130,4/25/2012,5/1/2012
PA,47,39,Quinnipiac,rv,1168,4/25/2012,5/1/2012
NJ,49,40,Quinnipiac,rv,1607,4/3/2012,4/9/2012
US,46,42,Quinnipiac,rv,2577,4/11/2012,4/17/2012
FL,49,42,Quinnipiac,rv,1228,3/20/2012,3/26/2012
OH,47,41,Quinnipiac,rv,1246,3/20/2012,3/26/2012
PA,45,42,Quinnipiac,rv,1232,3/20/2012,3/26/2012
NJ,49,39,Quinnipiac,rv,1396,2/21/2012,2/27/2012
US,46,44,Quinnipiac,rv,2605,2/14/2012,2/20/2012
VA,42,44,Quinnipiac,rv,1135,12/13/2011,12/19/2011
US,45,44,Quinnipiac,rv,2552,11/14/2011,11/20/2011
VA,44,45,Quinnipiac,rv,1459,10/3/2011,10/9/2011
US,47,42,Quinnipiac,rv,2294,10/25/2011,10/31/2011
US,42,46,Quinnipiac,rv,2118,9/27/2011,10/3/2011
OH,45,41,Quinnipiac,rv,1668,10/17/2011,10/23/2011
NJ,48,38,Quinnipiac,rv,1460,1/10/2012,1/16/2012
NY,62,34,Quinnipiac,lv,1486,9/4/2012,9/9/2012
US,49,45,Quinnipiac,lv,1912,9/25/2012,9/30/2012
PA,45,43,Quinnipiac,rv,1370,9/21/2011,9/26/2011
OH,44,42,Quinnipiac,rv,1301,9/20/2011,9/25/2011
FL,40,47,Quinnipiac,rv,1007,9/14/2011,9/19/2011
CT,49,36,Quinnipiac,rv,1230,9/8/2011,9/13/2011
VA,42,44,Quinnipiac,rv,1368,9/7/2011,9/12/2011
VA,47,42,Quinnipiac,rv,1282,5/30/2012,6/4/2012
CT,50,38,Quinnipiac,rv,1408,5/29/2012,6/3/2012
PA,47,40,Quinnipiac,rv,1277,6/7/2011,6/12/2011
PA,46,40,Quinnipiac,rv,997,6/5/2012,6/10/2012
OH,45,44,Quinnipiac,rv,1069,5/2/2012,5/7/2012
NJ,49,39,Quinnipiac,rv,1582,5/9/2012,5/14/2012
NY,56,33,Quinnipiac,rv,1597,3/28/2012,4/2/2012
CT,53,37,Quinnipiac,rv,1622,3/14/2012,3/19/2012
VA,50,42,Quinnipiac,rv,1034,3/13/2012,3/18/2012
PA,46,40,Quinnipiac,rv,1256,3/7/2012,3/12/2012
VA,47,43,Quinnipiac,rv,1544,2/1/2012,2/6/2012
NY,52,35,Quinnipiac,rv,1233,2/8/2012,2/13/2012
OH,46,44,Quinnipiac,rv,1421,2/7/2012,2/12/2012
NJ,49,40,Quinnipiac,rv,1788,11/9/2011,11/14/2011
NJ,47,41,Quinnipiac,rv,1186,10/5/2011,10/10/2011
CT,52,45,Quinnipiac,lv,1472,8/22/2012,8/26/2012
FL,46,41,Quinnipiac,rv,674,7/27/2011,7/31/2011
CT,54,42,Quinnipiac,lv,1696,9/28/2012,10/2/2012
NJ,51,43,Quinnipiac,lv,1319,10/10/2012,10/14/2012
FL,43,46,Quinnipiac,rv,1412,1/4/2012,1/8/2012
FL,45,45,Quinnipiac,rv,1518,1/19/2012,1/23/2012
CT,55,41,Quinnipiac,lv,1412,10/19/2012,10/22/2012
PA,50,46,Quinnipiac,lv,1519,10/12/2012,10/14/2012
FL,44,44,Quinnipiac,rv,743,8/1/2011,8/2/2011
PA,45,44,Rasmussen Reports,lv,438,2/8/2012,2/23/2012
CA,57,35,Rasmussen Reports,lv,500,2/8/2012,2/16/2012
US,46,38,Rasmussen Reports,lv,1000,8/17/2011,8/21/2011
US,45,45,Rasmussen Reports,lv,1500,7/2/2012,7/6/2012
US,45,40,Rasmussen Reports,lv,2000,3/6/2011,3/9/2011
US,42,44,Rasmussen Reports,lv,2000,1/3/2011,1/6/2011
US,44,46,Rasmussen Reports,lv,1500,8/8/2012,8/10/2012
US,44,47,Rasmussen Reports,lv,1500,7/29/2012,7/31/2012
US,45,45,Rasmussen Reports,lv,1500,7/12/2012,7/14/2012
US,46,46,Rasmussen Reports,lv,1500,6/4/2012,6/6/2012
US,43,47,Rasmussen Reports,lv,1500,6/18/2012,6/20/2012
US,45,47,Rasmussen Reports,lv,1500,5/4/2012,5/6/2012
US,45,46,Rasmussen Reports,lv,1500,5/14/2012,5/16/2012
US,46,44,Rasmussen Reports,lv,1500,4/6/2012,4/8/2012
US,47,45,Rasmussen Reports,lv,1500,4/25/2012,4/27/2012
US,44,47,Rasmussen Reports,lv,1500,4/13/2012,4/15/2012
US,46,43,Rasmussen Reports,lv,1500,3/23/2012,3/25/2012
US,42,48,Rasmussen Reports,lv,1500,3/8/2012,3/10/2012
US,50,40,Rasmussen Reports,lv,1500,2/7/2012,2/9/2012
US,45,45,Rasmussen Reports,lv,1500,1/31/2012,2/2/2012
US,47,43,Rasmussen Reports,lv,1500,2/16/2012,2/18/2012
US,48,49,Rasmussen Reports,lv,1500,11/3/2012,11/5/2012
US,46,43,Rasmussen Reports,lv,1500,1/19/2012,1/21/2012
US,42,44,Rasmussen Reports,lv,1000,9/28/2011,9/29/2011
US,44,41,Rasmussen Reports,lv,1000,9/18/2011,9/19/2011
US,40,43,Rasmussen Reports,lv,1000,9/10/2011,9/11/2011
US,43,39,Rasmussen Reports,lv,1000,8/25/2011,8/26/2011
IN,35,51,Rasmussen Reports,lv,400,7/31/2012,8/1/2012
US,45,45,Rasmussen Reports,lv,1000,7/16/2009,7/17/2009
VA,47,46,Rasmussen Reports,lv,500,7/16/2012,7/17/2012
US,42,43,Rasmussen Reports,lv,1000,7/14/2011,7/15/2011
ND,36,51,Rasmussen Reports,lv,400,7/10/2012,7/11/2012
MO,41,50,Rasmussen Reports,lv,500,3/14/2012,3/15/2012
US,42,45,Rasmussen Reports,lv,1000,12/8/2011,12/9/2011
US,39,45,Rasmussen Reports,lv,1000,12/27/2011,12/28/2011
US,44,41,Rasmussen Reports,lv,1000,12/20/2011,12/21/2011
US,42,43,Rasmussen Reports,lv,1000,12/14/2011,12/15/2011
US,42,40,Rasmussen Reports,lv,1000,11/30/2011,12/1/2011
US,44,38,Rasmussen Reports,lv,1000,11/21/2011,11/22/2011
US,42,41,Rasmussen Reports,lv,1000,11/1/2011,11/2/2011
US,43,42,Rasmussen Reports,lv,1000,11/9/2011,11/10/2011
US,43,41,Rasmussen Reports,lv,1000,10/8/2011,10/9/2011
US,42,44,Rasmussen Reports,lv,1000,10/24/2011,10/25/2011
ND,40,54,Rasmussen Reports,lv,600,10/17/2012,10/18/2012
US,43,42,Rasmussen Reports,lv,1000,10/16/2011,10/17/2011
IN,41,54,Rasmussen Reports,lv,600,10/10/2012,10/11/2012
US,42,42,Rasmussen Reports,lv,1000,1/3/2012,1/4/2012
US,44,41,Rasmussen Reports,lv,1000,1/9/2012,1/10/2012
VA,45,46,Rasmussen Reports,lv,500,9/28/2011,9/28/2011
NM,51,40,Rasmussen Reports,lv,500,9/27/2012,9/27/2012
WA,52,41,Rasmussen Reports,lv,500,9/26/2012,9/26/2012
AZ,42,52,Rasmussen Reports,lv,500,9/25/2012,9/25/2012
ME,52,40,Rasmussen Reports,lv,500,9/25/2012,9/25/2012
MA,55,40,Rasmussen Reports,lv,500,9/24/2012,9/24/2012
MI,54,42,Rasmussen Reports,lv,500,9/20/2012,9/20/2012
IA,44,47,Rasmussen Reports,lv,500,9/19/2012,9/19/2012
PA,51,39,Rasmussen Reports,lv,500,9/19/2012,9/19/2012
NH,45,48,Rasmussen Reports,lv,500,9/18/2012,9/18/2012
NV,47,45,Rasmussen Reports,lv,500,9/18/2012,9/18/2012
CO,45,47,Rasmussen Reports,lv,500,9/17/2012,9/17/2012
WI,49,46,Rasmussen Reports,lv,500,9/17/2012,9/17/2012
NC,45,51,Rasmussen Reports,lv,500,9/13/2012,9/13/2012
VA,49,48,Rasmussen Reports,lv,500,9/13/2012,9/13/2012
FL,48,46,Rasmussen Reports,lv,500,9/12/2012,9/12/2012
OH,47,46,Rasmussen Reports,lv,500,9/12/2012,9/12/2012
MO,45,48,Rasmussen Reports,lv,500,9/11/2012,9/11/2012
IA,44,46,Rasmussen Reports,lv,500,8/8/2012,8/8/2012
VA,48,46,Rasmussen Reports,lv,500,8/7/2012,8/7/2012
CO,47,47,Rasmussen Reports,lv,500,8/6/2012,8/6/2012
VA,47,47,Rasmussen Reports,lv,500,8/23/2012,8/23/2012
MO,47,46,Rasmussen Reports,lv,500,8/22/2012,8/22/2012
CT,51,43,Rasmussen Reports,lv,500,8/21/2012,8/21/2012
NM,52,38,Rasmussen Reports,lv,500,8/21/2012,8/21/2012
MT,38,55,Rasmussen Reports,lv,500,8/20/2012,8/20/2012
FL,43,45,Rasmussen Reports,lv,500,8/15/2012,8/15/2012
WI,47,48,Rasmussen Reports,lv,500,8/15/2012,8/15/2012
OH,45,45,Rasmussen Reports,lv,500,8/13/2012,8/13/2012
NC,44,49,Rasmussen Reports,lv,500,8/1/2012,8/1/2012
FL,45,46,Rasmussen Reports,lv,500,7/9/2012,7/9/2012
MO,44,50,Rasmussen Reports,lv,500,7/30/2012,7/30/2012
WI,49,46,Rasmussen Reports,lv,500,7/25/2012,7/25/2012
NV,50,45,Rasmussen Reports,lv,500,7/24/2012,7/24/2012
MI,48,42,Rasmussen Reports,lv,500,7/23/2012,7/23/2012
OH,47,45,Rasmussen Reports,lv,500,7/18/2012,7/18/2012
PA,48,44,Rasmussen Reports,lv,500,7/18/2012,7/18/2012
MO,42,49,Rasmussen Reports,lv,500,6/7/2012,6/7/2012
CO,45,45,Rasmussen Reports,lv,500,6/6/2012,6/6/2012
VA,47,47,Rasmussen Reports,lv,500,6/3/2012,6/3/2012
AZ,41,54,Rasmussen Reports,lv,500,6/26/2012,6/26/2012
NC,44,47,Rasmussen Reports,lv,500,6/25/2012,6/25/2012
NH,48,43,Rasmussen Reports,lv,500,6/20/2012,6/20/2012
MT,42,51,Rasmussen Reports,lv,500,6/18/2012,6/18/2012
MI,50,42,Rasmussen Reports,lv,500,6/14/2012,6/14/2012
WI,44,47,Rasmussen Reports,lv,500,6/12/2012,6/12/2012
IA,46,47,Rasmussen Reports,lv,500,6/11/2012,6/11/2012
WI,49,45,Rasmussen Reports,lv,500,5/9/2012,5/9/2012
MA,56,35,Rasmussen Reports,lv,500,5/7/2012,5/7/2012
OH,44,46,Rasmussen Reports,lv,500,5/29/2012,5/29/2012
NJ,49,43,Rasmussen Reports,lv,500,5/26/2011,5/26/2011
PA,47,41,Rasmussen Reports,lv,500,5/21/2012,5/21/2012
MT,44,51,Rasmussen Reports,lv,450,5/2/2012,5/2/2012
NE,39,53,Rasmussen Reports,lv,500,5/16/2012,5/16/2012
NC,43,51,Rasmussen Reports,lv,500,5/14/2012,5/14/2012
MA,51,40,Rasmussen Reports,lv,500,4/9/2012,4/9/2012
NV,52,44,Rasmussen Reports,lv,500,4/30/2012,4/30/2012
NM,52,36,Rasmussen Reports,lv,500,4/3/2012,4/3/2012
FL,45,46,Rasmussen Reports,lv,500,4/25/2012,4/25/2012
VA,44,45,Rasmussen Reports,lv,500,4/23/2012,4/23/2012
MT,40,49,Rasmussen Reports,lv,500,4/2/2012,4/2/2012
OH,46,42,Rasmussen Reports,lv,500,4/18/2012,4/18/2012
MO,45,48,Rasmussen Reports,lv,500,4/17/2012,4/17/2012
NC,44,46,Rasmussen Reports,lv,500,4/10/2012,4/10/2012
NE,35,52,Rasmussen Reports,lv,500,3/5/2012,3/5/2012
WI,52,41,Rasmussen Reports,lv,500,3/27/2012,3/27/2012
OH,48,40,Rasmussen Reports,lv,500,3/26/2012,3/26/2012
VA,51,42,Rasmussen Reports,lv,500,3/20/2012,3/20/2012
NV,50,44,Rasmussen Reports,lv,500,3/19/2012,3/19/2012
AZ,40,51,Rasmussen Reports,lv,500,3/13/2012,3/13/2012
FL,46,43,Rasmussen Reports,lv,500,3/13/2012,3/13/2012
FL,47,44,Rasmussen Reports,lv,500,2/9/2012,2/9/2012
OH,45,41,Rasmussen Reports,lv,500,2/8/2012,2/8/2012
MA,55,38,Rasmussen Reports,lv,500,2/29/2012,2/29/2012
WI,47,42,Rasmussen Reports,lv,500,2/27/2012,2/27/2012
MT,41,48,Rasmussen Reports,lv,500,2/22/2012,2/22/2012
VA,49,43,Rasmussen Reports,lv,500,2/21/2012,2/21/2012
NM,55,36,Rasmussen Reports,lv,500,2/14/2012,2/14/2012
MO,42,45,Rasmussen Reports,lv,500,11/9/2011,11/9/2011
NH,50,48,Rasmussen Reports,lv,750,11/4/2012,11/4/2012
OH,49,49,Rasmussen Reports,lv,750,11/4/2012,11/4/2012
VA,48,50,Rasmussen Reports,lv,750,11/4/2012,11/4/2012
US,44,44,Rasmussen Reports,lv,800,11/24/2009,11/24/2009
FL,42,46,Rasmussen Reports,lv,500,11/17/2011,11/17/2011
IN,43,52,Rasmussen Reports,lv,600,11/1/2012,11/1/2012
MI,52,47,Rasmussen Reports,lv,750,11/1/2012,11/1/2012
OH,49,49,Rasmussen Reports,lv,750,11/1/2012,11/1/2012
NC,48,51,Rasmussen Reports,lv,500,10/9/2012,10/9/2012
NH,48,48,Rasmussen Reports,lv,500,10/9/2012,10/9/2012
PA,51,46,Rasmussen Reports,lv,500,10/9/2012,10/9/2012
WI,51,49,Rasmussen Reports,lv,500,10/9/2012,10/9/2012
NM,54,43,Rasmussen Reports,lv,500,10/8/2012,10/8/2012
NV,47,47,Rasmussen Reports,lv,500,10/8/2012,10/8/2012
CO,49,48,Rasmussen Reports,lv,500,10/7/2012,10/7/2012
CT,51,45,Rasmussen Reports,lv,500,10/7/2012,10/7/2012
IA,49,47,Rasmussen Reports,lv,500,10/7/2012,10/7/2012
FL,47,49,Rasmussen Reports,lv,500,10/4/2012,10/4/2012
OH,50,49,Rasmussen Reports,lv,500,10/4/2012,10/4/2012
VA,48,49,Rasmussen Reports,lv,500,10/4/2012,10/4/2012
IA,48,49,Rasmussen Reports,lv,750,10/30/2012,10/30/2012
CO,47,50,Rasmussen Reports,lv,750,10/29/2012,10/29/2012
MT,43,53,Rasmussen Reports,lv,500,10/29/2012,10/29/2012
WI,49,49,Rasmussen Reports,lv,750,10/29/2012,10/29/2012
OH,48,50,Rasmussen Reports,lv,750,10/28/2012,10/28/2012
WI,45,41,Rasmussen Reports,lv,500,10/26/2011,10/26/2011
FL,48,50,Rasmussen Reports,lv,750,10/25/2012,10/25/2012
MA,59,40,Rasmussen Reports,lv,500,10/25/2012,10/25/2012
NC,46,52,Rasmussen Reports,lv,500,10/25/2012,10/25/2012
WI,49,49,Rasmussen Reports,lv,500,10/25/2012,10/25/2012
PA,51,46,Rasmussen Reports,lv,500,10/24/2012,10/24/2012
VA,48,50,Rasmussen Reports,lv,750,10/24/2012,10/24/2012
NH,48,50,Rasmussen Reports,lv,500,10/23/2012,10/23/2012
NV,50,48,Rasmussen Reports,lv,500,10/23/2012,10/23/2012
OH,48,48,Rasmussen Reports,lv,750,10/23/2012,10/23/2012
AZ,44,52,Rasmussen Reports,lv,500,10/21/2012,10/21/2012
CO,46,50,Rasmussen Reports,lv,500,10/21/2012,10/21/2012
CT,52,45,Rasmussen Reports,lv,500,10/21/2012,10/21/2012
IA,48,48,Rasmussen Reports,lv,500,10/21/2012,10/21/2012
MN,51,46,Rasmussen Reports,lv,500,10/21/2012,10/21/2012
MO,46,49,Rasmussen Reports,lv,500,10/2/2012,10/2/2012
NC,47,51,Rasmussen Reports,lv,500,10/2/2012,10/2/2012
FL,46,51,Rasmussen Reports,lv,750,10/18/2012,10/18/2012
VA,47,50,Rasmussen Reports,lv,750,10/18/2012,10/18/2012
WI,50,48,Rasmussen Reports,lv,500,10/18/2012,10/18/2012
MO,43,54,Rasmussen Reports,lv,500,10/17/2012,10/17/2012
NC,46,52,Rasmussen Reports,lv,500,10/17/2012,10/17/2012
OH,49,48,Rasmussen Reports,lv,750,10/17/2012,10/17/2012
NH,50,49,Rasmussen Reports,lv,500,10/15/2012,10/15/2012
NV,50,47,Rasmussen Reports,lv,500,10/15/2012,10/15/2012
MT,45,53,Rasmussen Reports,lv,500,10/14/2012,10/14/2012
WA,55,42,Rasmussen Reports,lv,500,10/14/2012,10/14/2012
FL,47,51,Rasmussen Reports,lv,750,10/11/2012,10/11/2012
MI,52,45,Rasmussen Reports,lv,500,10/11/2012,10/11/2012
VA,47,49,Rasmussen Reports,lv,750,10/11/2012,10/11/2012
MA,57,42,Rasmussen Reports,lv,500,10/10/2012,10/10/2012
OH,48,47,Rasmussen Reports,lv,750,10/10/2012,10/10/2012
US,50,45,Rasmussen Reports,lv,1500,9/7/2012,9/9/2012
US,45,47,Rasmussen Reports,lv,1500,9/14/2012,9/16/2012
US,47,45,Rasmussen Reports,lv,1500,8/23/2012,8/25/2012
US,47,49,Rasmussen Reports,lv,1500,10/4/2012,10/6/2012
US,49,47,Rasmussen Reports,lv,1500,10/1/2012,10/3/2012
US,46,40,Reason-Rupe,a,1200,3/10/2012,3/20/2012
CA,53,38,Reason-Rupe,lv,508,10/11/2012,10/15/2012
US,52,45,Reason-Rupe/PSRAI,lv,787,9/13/2012,9/17/2012
US,46,45,Resurgent Republic,lv,1000,8/16/2012,8/22/2012
US,49,42,Resurgent Republic,rv,1000,4/30/2012,5/3/2012
NV,46,46,Retail Assoc. of Nevada/POS,lv,500,9/19/2012,9/20/2012
US,49,43,Reuters/Ipsos,rv,932,9/8/2011,9/12/2011
US,49,42,Reuters/Ipsos,rv,1014,8/2/2012,8/6/2012
US,49,43,Reuters/Ipsos,rv,885,7/5/2012,7/9/2012
US,45,44,Reuters/Ipsos,rv,848,6/7/2012,6/11/2012
US,51,38,Reuters/Ipsos,a,600,5/5/2011,5/9/2011
US,49,42,Reuters/Ipsos,rv,959,5/3/2012,5/7/2012
US,48,42,Reuters/Ipsos,rv,881,2/2/2012,2/6/2012
US,48,40,Reuters/Ipsos,rv,921,12/8/2011,12/12/2011
US,48,43,Reuters/Ipsos,rv,896,1/5/2012,1/9/2012
US,48,45,Reuters/Ipsos,lv,873,9/7/2012,9/10/2012
US,51,38,Reuters/Ipsos,a,1132,6/3/2011,6/6/2011
US,47,43,Reuters/Ipsos,rv,891,4/12/2012,4/15/2012
US,52,41,Reuters/Ipsos,rv,937,3/8/2012,3/11/2012
US,43,44,Reuters/Ipsos,rv,937,10/31/2011,11/3/2011
NJ,53,38,Richard Stockton College,lv,811,10/12/2012,10/18/2012
VA,42,43,Roanoke College,a,607,2/13/2012,2/26/2012
VA,37,45,Roanoke College,lv,601,9/6/2011,9/17/2011
VA,41,46,Roanoke College,rv,537,3/26/2012,4/5/2012
VA,48,40,Roanoke College,lv,589,9/19/2012,9/28/2012
VA,44,49,Roanoke College,lv,638,10/23/2012,10/26/2012
NJ,56,33,Rutgers-Eagleton,rv,1065,5/31/2012,6/4/2012
NJ,56,39,Rutgers-Eagleton,lv,645,9/27/2012,9/30/2012
NJ,51,37,Rutgers-Eagleton,lv,710,8/23/2012,8/25/2012
CT,53,38,Siena,lv,552,10/4/2012,10/14/2012
NY,56,36,Siena,rv,808,9/15/2011,9/21/2011
NY,62,33,Siena,lv,671,8/14/2012,8/19/2012
NY,55,37,Siena,rv,1008,8/9/2011,8/14/2011
NY,61,34,Siena,rv,758,7/10/2012,7/15/2012
NY,59,34,Siena,rv,803,11/8/2011,11/13/2011
NY,57,37,Siena,rv,766,5/6/2012,5/10/2012
PA,43,40,Siena,lv,545,10/1/2012,10/5/2012
NY,59,35,Siena,rv,807,6/3/2012,6/6/2012
NY,60,35,Siena,rv,808,4/1/2012,4/4/2012
NY,60,34,Siena,rv,808,2/26/2012,2/29/2012
NY,63,31,Siena,rv,807,1/29/2012,2/1/2012
NY,59,35,Siena,lv,750,10/22/2012,10/24/2012
NY,55,37,Siena,rv,800,10/10/2011,10/12/2011
OK,29,58,Sooner Poll,lv,495,7/26/2012,8/14/2012
OK,33,59,Sooner Poll,lv,305,10/18/2012,10/24/2012
OK,27,62,Sooner Poll,lv,504,5/7/2012,5/10/2012
MN,45,39,St. Cloud State U.,a,626,10/17/2011,10/26/2011
MN,53,45,St. Cloud State U.,lv,601,10/15/2012,10/21/2012
MN,47,44,Star Tribune/Mason-Dixon,lv,800,10/23/2012,10/25/2012
MN,48,40,Star Tribune/Mason-Dixon,lv,800,9/17/2012,9/19/2012
WA,49,40,Strategies 360,lv,500,9/11/2011,9/14/2011
WA,52,39,Strategies 361,lv,500,10/17/2012,10/20/2012
WA,51,40,Strategies 362,lv,500,5/22/2012,5/24/2012
OH,47,47,Suffolk University,lv,600,10/18/2012,10/21/2012
FL,42,42,Suffolk University,rv,800,10/26/2011,10/30/2011
FL,42,43,Suffolk University,rv,600,4/10/2011,4/12/2011
MA,53,39,Suffolk/7News,lv,600,2/11/2012,2/15/2012
MA,64,31,Suffolk/7News,lv,600,9/13/2012,9/16/2012
MA,63,31,Suffolk/7News,lv,600,10/25/2012,10/28/2012
MA,59,34,Suffolk/7News,lv,600,5/20/2012,5/22/2012
NH,47,47,Suffolk/7News,lv,500,10/12/2012,10/14/2012
NV,47,45,Suffolk/KSNV,lv,500,10/6/2012,10/9/2012
FL,46,43,Suffolk/WSVN,lv,600,9/27/2012,9/30/2012
FL,46,45,Suffolk/WSVN,lv,600,5/6/2012,5/8/2012
FL,42,47,Suffolk/WSVN,lv,600,1/22/2012,1/24/2012
VA,46,44,Suffolk/WWBT,lv,600,9/24/2012,9/26/2012
FL,42,46,Sunshine State News/VSS,lv,1000,7/5/2011,7/7/2011
FL,46,51,Sunshine State News/VSS,lv,1001,10/22/2012,10/24/2012
MO,43,50,SurveyUSA,lv,589,10/28/2012,11/3/2012
OR,50,39,SurveyUSA,rv,1615,3/14/2012,3/19/2012
NC,47,43,SurveyUSA,rv,1636,4/26/2012,4/30/2012
CA,62,31,SurveyUSA,rv,1995,3/29/2012,4/2/2012
OR,50,41,SurveyUSA,lv,552,9/10/2012,9/13/2012
MO,44,45,SurveyUSA,lv,585,8/9/2012,8/12/2012
NC,44,45,SurveyUSA,lv,524,5/18/2012,5/21/2012
OR,47,43,SurveyUSA,rv,1468,5/7/2012,5/10/2012
GA,42,49,SurveyUSA,rv,1156,2/23/2012,2/26/2012
OH,49,44,SurveyUSA,lv,803,11/1/2012,11/4/2012
OR,48,40,SurveyUSA,rv,528,11/18/2011,11/21/2011
KS,39,48,SurveyUSA,rv,510,11/18/2012,11/21/2012
OH,45,44,SurveyUSA,lv,808,10/5/2012,10/8/2012
WA,54,40,SurveyUSA,lv,555,10/28/2012,10/31/2012
NC,45,50,SurveyUSA,lv,682,10/26/2012,10/29/2012
OH,48,45,SurveyUSA,lv,603,10/26/2012,10/29/2012
GA,44,52,SurveyUSA,lv,574,10/25/2012,10/28/2012
OH,45,42,SurveyUSA,lv,613,10/12/2012,10/15/2012
FL,48,44,SurveyUSA,lv,596,9/7/2012,9/9/2012
WA,54,38,SurveyUSA,lv,524,9/7/2012,9/9/2012
WA,56,36,SurveyUSA,lv,540,9/28/2012,9/30/2012
CA,57,35,SurveyUSA,lv,524,9/9/2012,9/11/2012
FL,48,43,SurveyUSA,lv,647,7/17/2012,7/19/2012
WA,46,37,SurveyUSA,rv,630,7/16/2012,7/18/2012
