state,GOP,DEM,pollster,population,sample_size,start_date,end_date
HI,41,48,Star-Bulletin,rv,681,7/29/2004,8/3/2004
AZ,48,45,Arizona Republic,lv,601,7/30/2004,8/1/2004
CA,40,51,Field Poll,lv,633,7/30/2004,8/4/2004
NJ,36,49,Quinnipiac,rv,996,7/30/2004,8/2/2004
NJ,32,52,Star-Ledger,rv,624,7/30/2004,7/30/2004
MI,42,47,Strategic Vision,lv,801,7/30/2004,8/2/2004
WI,46,47,Strategic Vision,lv,801,7/30/2004,8/2/2004
GA,52,41,Strategic Vision,lv,801,7/30/2004,8/2/2004
MN,45,47,Strategic Vision,lv,801,7/31/2004,8/3/2004
IA,46,48,Strategic Vision,lv,801,7/31/2004,8/3/2004
OH,49,44,Strategic Vision,lv,801,7/31/2004,8/3/2004
WA,43,51,SurveyUSA,lv,585,7/31/2004,8/2/2004
TN,48,46,SurveyUSA,lv,586,7/31/2004,8/2/2004
PA,41,53,SUSA,lv,748,7/31/2004,8/2/2004
NM,42,49,ARG,lv,600,7/6/2004,7/8/2004
MI,43,50,ARG,lv,600,7/6/2004,7/8/2004
MI,44,47,EPIC/MRA,lv,600,7/6/2004,7/8/2004
PA,41,46,Quinnipiac,rv,1577,7/6/2004,7/11/2004
MO,48,46,SurveyUSA,lv,755,7/6/2004,7/8/2004
AR,49,47,SurveyUSA,lv,546,7/6/2004,7/8/2004
VA,50,45,SurveyUSA,lv,686,7/6/2004,7/8/2004
NH,43,47,WMUR/UNH,lv,464,7/6/2004,7/21/2004
OK,59,35,KOTV,rv,756,7/8/2004,7/12/2004
IN,46,27,MRI,rv,852,7/8/2004,7/12/2004
NC,54,39,CNN/USAT/Gallup,lv,680,7/9/2004,7/11/2004
FL,44,47,SUSA,lv,732,7/9/2004,7/11/2004
MD,40,53,Gonzales Research,rv,847,8/10/2004,8/15/2004
OH,46,48,Ohio Poll,lv,812,8/11/2004,8/17/2004
CT,38,45,Quinnipiac,rv,1079,8/11/2004,8/17/2004
PA,42,47,Quinnipiac,rv,1430,8/11/2004,8/16/2004
IL,38,52,Chi Trib/WGN,lv,700,8/13/2004,8/16/2004
OH,45,47,CNN/USAT/Gallup,lv,628,8/13/2004,8/15/2004
PA,45,44,Issues PA,lv,861,8/13/2004,8/21/2004
KY,56,39,SurveyUSA,lv,697,8/13/2004,8/15/2004
NC,51,45,SUSA,lv,592,8/13/2004,8/15/2004
WA,44,50,Moore Info,rv,600,8/14/2004,8/15/2004
NV,44,42,Research 2000,lv,600,8/14/2004,8/17/2004
MI,42,46,Strategic Vision,lv,801,8/14/2004,8/17/2004
WI,46,46,Strategic Vision,lv,801,8/14/2004,8/17/2004
GA,54,38,Strategic Vision,lv,801,8/14/2004,8/17/2004
CO,47,47,SurveyUSA,lv,622,8/14/2004,8/16/2004
NV,49,46,SurveyUSA,lv,520,8/14/2004,8/16/2004
NM,46,46,Rasmussen,lv,500,8/15/2004,8/15/2004
NV,47,46,Rasmussen,lv,500,8/15/2004,8/15/2004
MN,44,47,Strategic Vision,lv,801,8/15/2004,8/18/2004
IA,47,48,Strategic Vision,lv,801,8/15/2004,8/18/2004
OH,49,45,Strategic Vision,lv,801,8/15/2004,8/18/2004
WA,43,51,SurveyUSA,lv,602,8/15/2004,8/17/2004
MO,48,47,SurveyUSA,lv,643,8/15/2004,8/17/2004
OK,57,38,SurveyUSA,lv,596,8/16/2004,8/18/2004
CA,46,49,SUSA,lv,589,8/16/2004,8/18/2004
SC,53,42,SUSA,lv,727,8/16/2004,8/18/2004
PA,44,52.3,Zogby,lv,901,8/16/2004,8/21/2004
FL,49,49.6,Zogby,lv,1421,8/16/2004,8/21/2004
OR,42.6,53.9,Zogby/WSJ,lv,708,8/16/2004,8/21/2004
NH,43.3,50.5,Zogby/WSJ,lv,512,8/16/2004,8/21/2004
NM,44.1,49.7,Zogby/WSJ,lv,507,8/16/2004,8/21/2004
MN,44.6,50.3,Zogby/WSJ,lv,673,8/16/2004,8/21/2004
WA,44.7,53.1,Zogby/WSJ,lv,1038,8/16/2004,8/21/2004
IA,45.2,52.2,Zogby/WSJ,lv,508,8/16/2004,8/21/2004
MI,45.3,50.5,Zogby/WSJ,lv,966,8/16/2004,8/21/2004
AR,45.6,48.2,Zogby/WSJ,lv,508,8/16/2004,8/21/2004
NV,46,47.7,Zogby/WSJ,lv,501,8/16/2004,8/21/2004
WI,46.4,50.8,Zogby/WSJ,lv,638,8/16/2004,8/21/2004
TN,47.7,49.6,Zogby/WSJ,lv,768,8/16/2004,8/21/2004
MO,48.8,49.3,Zogby/WSJ,lv,852,8/16/2004,8/21/2004
WV,49.3,41.5,Zogby/WSJ,lv,504,8/16/2004,8/21/2004
OH,51.4,45.8,Zogby/WSJ,lv,1392,8/16/2004,8/21/2004
NM,42,49,ARG,lv,600,8/17/2004,8/19/2004
MI,45,48,ARG,lv,600,8/17/2004,8/19/2004
PA,44,48,Strategic Vision,lv,801,8/17/2004,8/19/2004
FL,46,47,Strategic Vision,lv,801,8/17/2004,8/19/2004
OH,46,46,Columbus Dispatch,rv,3176,8/18/2004,8/27/2004
NJ,41,52,Research 2000,lv,600,8/18/2004,8/19/2004
AZ,47,39,KAET,rv,400,8/19/2004,8/22/2004
NJ,39,49,Quinnipiac,rv,887,8/19/2004,8/23/2004
CO,47,47,Rasmussen,lv,500,8/19/2004,8/19/2004
PA,42,48,Keystone,rv,660,8/2/2004,8/15/2004
PA,43,48,Strategic Vision,lv,801,8/2/2004,8/4/2004
FL,48,47,Strategic Vision,lv,801,8/2/2004,8/4/2004
MI,41,52,SUSA,lv,608,8/2/2004,8/4/2004
FL,48,46,CNN/USAT/Gallup,lv,671,8/20/2004,8/22/2004
MO,48,42,Rasmussen,lv,400,8/20/2004,9/3/2004
AR,48,47,SurveyUSA,lv,567,8/20/2004,8/22/2004
VA,49,45,SurveyUSA,lv,730,8/20/2004,8/22/2004
TX,58,37,SurveyUSA,lv,705,8/20/2004,8/22/2004
WI,45,44,LA Times,lv,512,8/21/2004,8/24/2004
MO,46,42,LA Times,rv,580,8/21/2004,8/24/2004
OH,46,43,LA Times,rv,507,8/21/2004,8/24/2004
AL,58,37,SUSA,lv,599,8/21/2004,8/23/2004
FL,48,46,Miami Herald,lv,800,8/22/2004,8/25/2004
WA,43,48,Strategic Vision,lv,801,8/22/2004,8/24/2004
ME,44,49,SUSA,lv,632,8/22/2004,8/24/2004
MI,45,48,SUSA,lv,548,8/22/2004,8/24/2004
IA,45,51,CNN/USAT/Gallup,lv,747,8/23/2004,8/26/2004
PA,47,47,CNN/USAT/Gallup,lv,879,8/23/2004,8/26/2004
WI,48,45,CNN/USAT/Gallup,lv,737,8/23/2004,8/26/2004
MD,42,53,SUSA,lv,594,8/23/2004,8/25/2004
FL,49,47,Rasmussen,lv,500,8/24/2004,8/24/2004
FL,46,46,Research 2000,lv,600,8/24/2004,8/27/2004
OR,46,45,Riley Research,lv,507,8/26/2004,9/1/2004
NM,45,42,Albuquerque Jrnl,lv,908,8/27/2004,9/1/2004
CA,42,50,Rasmussen,lv,608,8/27/2004,9/3/2004
MN,46,46,Rasmussen,lv,400,8/27/2004,9/3/2004
NJ,46,50,Rasmussen,lv,400,8/27/2004,9/3/2004
WI,48,46,Strategic Vision,lv,801,8/27/2004,8/29/2004
FL,48,44,Strategic Vision,lv,801,8/27/2004,8/29/2004
OH,48,42,Strategic Vision,lv,801,8/27/2004,8/29/2004
GA,55,36,Strategic Vision,lv,801,8/27/2004,8/29/2004
MI,42,45,Strategic Vision,lv,801,8/28/2004,8/30/2004
MN,46,47,Strategic Vision,lv,801,8/28/2004,8/30/2004
IA,47,47,Strategic Vision,lv,801,8/28/2004,8/30/2004
PA,47,45,Strategic Vision,lv,801,8/28/2004,8/30/2004
NH,42,49,ARG,lv,600,8/3/2004,8/5/2004
FL,43,50,ARG,lv,600,8/3/2004,8/5/2004
NY,35,53,Quinnipiac,rv,1161,8/3/2004,8/9/2004
AL,54,34,Capital Survey,lv,482,8/30/2004,8/31/2004
MN,43.5,50.3,Zogby/WSJ,lv,725,8/30/2004,9/3/2004
NM,43.9,53.6,Zogby/WSJ,lv,546,8/30/2004,9/3/2004
WA,44.2,52.7,Zogby/WSJ,lv,1265,8/30/2004,9/3/2004
NH,44.8,49.5,Zogby/WSJ,lv,553,8/30/2004,9/3/2004
MI,45.4,52,Zogby/WSJ,lv,1098,8/30/2004,9/3/2004
PA,46.7,49.5,Zogby/WSJ,lv,1090,8/30/2004,9/3/2004
NV,46.8,47.4,Zogby/WSJ,lv,564,8/30/2004,9/3/2004
IA,46.9,50.6,Zogby/WSJ,lv,565,8/30/2004,9/3/2004
WI,47.5,49.9,Zogby/WSJ,lv,732,8/30/2004,9/3/2004
AR,47.6,45.9,Zogby/WSJ,lv,574,8/30/2004,9/3/2004
MO,48.5,48.9,Zogby/WSJ,lv,1061,8/30/2004,9/3/2004
WV,49.1,40.1,Zogby/WSJ,lv,532,8/30/2004,9/3/2004
FL,49.1,49.4,Zogby/WSJ,lv,1679,8/30/2004,9/3/2004
TN,53.2,43.6,Zogby/WSJ,lv,916,8/30/2004,9/3/2004
OH,53.8,42.9,Zogby/WSJ,lv,1714,8/30/2004,9/3/2004
LA,53,36,MRI,rv,600,8/31/2004,9/2/2004
MI,42,49,EPIC/MRA,lv,600,8/4/2004,8/10/2004
CA,38,54,PPIC,lv,1117,8/4/2004,8/11/2004
FL,41,47,Quinnipiac,rv,1094,8/5/2004,8/10/2004
NJ,40,49,Strategic Vision,lv,801,8/6/2004,8/9/2004
NC,48,45,Research 2000,lv,600,8/8/2004,8/11/2004
OH,45,48,ARG,lv,600,8/9/2004,8/11/2004
CA,40,50,Strategic Vision,lv,801,8/9/2004,8/11/2004
WA,42,49,Strategic Vision,lv,801,8/9/2004,8/11/2004
WI,49,47,Rasmussen,lv,400,9/1/2004,9/12/2004
MA,27,64,ARG,lv,600,9/10/2004,9/13/2004
MN,45,47,ARG,lv,600,9/10/2004,9/12/2004
OR,45,47,ARG,lv,600,9/10/2004,9/13/2004
CO,46,45,ARG,lv,600,9/10/2004,9/13/2004
UT,64,27,ARG,lv,600,9/10/2004,9/13/2004
KY,53,38,Bluegrass,lv,657,9/10/2004,9/15/2004
ME,42,45,Critical Insights,lv,600,9/10/2004,9/23/2004
OH,50,42,Plain Dealer,rv,1500,9/10/2004,9/14/2004
WA,43,50,Rasmussen,lv,400,9/10/2004,9/23/2004
IA,48,45,Rasmussen,lv,400,9/10/2004,9/23/2004
OK,59,29,Wilson Research,lv,500,9/10/2004,9/12/2004
RI,30,58,ARG,lv,600,9/11/2004,9/13/2004
CA,41,52,ARG,lv,600,9/11/2004,9/13/2004
AZ,49,43,ARG,lv,600,9/11/2004,9/14/2004
GA,53,42,ARG,lv,600,9/11/2004,9/13/2004
MN,45,45,CNN/USAT/Gallup,lv,675,9/11/2004,9/13/2004
TN,53,37,Mason-Dixon,lv,625,9/11/2004,9/14/2004
MN,46,44,MPR/Mason-Dixon,lv,625,9/11/2004,9/14/2004
PA,46,42,Quinnipiac,lv,792,9/11/2004,9/14/2004
NJ,43,46,Strategic Vision,lv,801,9/11/2004,9/13/2004
WI,49,43,Strategic Vision,lv,801,9/11/2004,9/13/2004
OH,52,40,Strategic Vision,lv,801,9/11/2004,9/13/2004
GA,58,35,Strategic Vision,lv,801,9/11/2004,9/13/2004
NV,51,47,SurveyUSA,lv,526,9/11/2004,9/13/2004
CT,39,54,ARG,lv,600,9/12/2004,9/14/2004
WI,46,46,ARG,lv,600,9/12/2004,9/15/2004
NV,47,45,ARG,lv,600,9/12/2004,9/14/2004
IA,48,46,ARG,lv,600,9/12/2004,9/14/2004
VA,49,43,ARG,lv,600,9/12/2004,9/14/2004
CA,39,51,PPIC,lv,1151,9/12/2004,9/19/2004
NY,44,49,Rasmussen,lv,500,9/12/2004,9/18/2004
NJ,46,49,Rasmussen,lv,400,9/12/2004,9/25/2004
OH,48,45,Rasmussen,lv,668,9/12/2004,9/18/2004
AR,51,44,Rasmussen,lv,500,9/12/2004,9/25/2004
CO,45,44,RMN/News 4,lv,500,9/12/2004,9/13/2004
MI,41,47,Strategic Vision,lv,801,9/12/2004,9/14/2004
MN,45,48,Strategic Vision,lv,801,9/12/2004,9/14/2004
IL,45,49,SurveyUSA,lv,618,9/12/2004,9/14/2004
NJ,49,45,SUSA,lv,734,9/12/2004,9/14/2004
FL,51,45,SUSA,lv,607,9/12/2004,9/14/2004
OH,54,43,Univ of Cinci,lv,456,9/12/2004,9/18/2004
DE,41,50,ARG,lv,600,9/13/2004,9/15/2004
NJ,42,50,ARG,lv,600,9/13/2004,9/16/2004
IL,43,49,ARG,lv,600,9/13/2004,9/16/2004
NC,49,44,ARG,lv,600,9/13/2004,9/16/2004
AL,54,40,ARG,lv,600,9/13/2004,9/16/2004
NY,40,51,Marist,lv,584,9/13/2004,9/14/2004
WV,45,44,Mason-Dixon,lv,625,9/13/2004,9/14/2004
NH,49,40,Mason-Dixon,lv,624,9/13/2004,9/15/2004
AZ,50,39,Mason-Dixon,lv,625,9/13/2004,9/14/2004
NV,50,45,Mason-Dixon,lv,625,9/13/2004,9/14/2004
OR,44,51,Research 2000,lv,600,9/13/2004,9/16/2004
MO,49,42,Research 2000,lv,801,9/13/2004,9/16/2004
IA,48,46,Strategic Vision,lv,801,9/13/2004,9/15/2004
PA,49,44,Strategic Vision,lv,801,9/13/2004,9/15/2004
GA,58,38,SUSA,lv,658,9/13/2004,9/15/2004
NY,40,52,ARG,lv,600,9/14/2004,9/16/2004
NM,44,49,ARG,lv,600,9/14/2004,9/16/2004
WV,46,46,ARG,lv,600,9/14/2004,9/16/2004
MS,51,42,ARG,lv,600,9/14/2004,9/17/2004
SC,52,40,ARG,lv,600,9/14/2004,9/16/2004
CO,50,38,Ciruli Assoc,lv,600,9/14/2004,9/18/2004
MI,41,47,Mason-Dixon,lv,629,9/14/2004,9/16/2004
PA,44,45,Mason-Dixon,lv,624,9/14/2004,9/16/2004
WI,46,44,Mason-Dixon,lv,625,9/14/2004,9/16/2004
OR,47,43,Mason-Dixon,lv,625,9/14/2004,9/16/2004
MO,48,41,Mason-Dixon,lv,625,9/14/2004,9/16/2004
IA,48,42,Mason-Dixon,lv,626,9/14/2004,9/16/2004
OH,49,42,Mason-Dixon,lv,624,9/14/2004,9/15/2004
MD,45,48,Rasmussen,lv,400,9/14/2004,9/27/2004
WI,49,46,Rasmussen,lv,400,9/14/2004,9/27/2004
VA,50,44,Rasmussen,lv,400,9/14/2004,9/27/2004
IL,39,54,Research 2000,lv,800,9/14/2004,9/16/2004
PA,46,47,ARG,lv,600,9/15/2004,9/19/2004
NH,47,45,ARG,lv,600,9/15/2004,9/17/2004
AR,48,45,ARG,lv,600,9/15/2004,9/17/2004
OK,55,38,ARG,lv,600,9/15/2004,9/20/2004
KS,57,35,ARG,lv,600,9/15/2004,9/18/2004
WI,52,38,Badger Poll,rv,504,9/15/2004,9/21/2004
MI,44,48,EPIC/MRA,lv,600,9/15/2004,9/19/2004
NM,47,43,Mason-Dixon,lv,625,9/15/2004,9/16/2004
NH,45,51,Rasmussen,lv,500,9/15/2004,9/15/2004
WI,53,43,ABC News,lv,938,9/16/2004,9/19/2004
TN,50,43,ARG,lv,600,9/16/2004,9/18/2004
MO,50,44,ARG,lv,600,9/16/2004,9/19/2004
IN,54,39,ARG,lv,600,9/16/2004,9/20/2004
TX,58,36,ARG,lv,600,9/16/2004,9/20/2004
IA,50,44,CNN/USAT/Gallup,lv,631,9/16/2004,9/19/2004
NJ,48,48,Quinnipiac,lv,672,9/16/2004,9/19/2004
CO,46,45,Rasmussen,lv,500,9/16/2004,9/16/2004
TN,49,43,Rasmussen,lv,500,9/16/2004,9/29/2004
WV,50,44,Rasmussen,lv,500,9/16/2004,9/16/2004
WA,42,51,AP/Ipsos,rv,406,9/17/2004,9/20/2004
MI,40,48,ARG,lv,600,9/17/2004,9/21/2004
FL,45,46,ARG,lv,600,9/17/2004,9/20/2004
OH,48,46,ARG,lv,600,9/17/2004,9/20/2004
LA,50,42,ARG,lv,600,9/17/2004,9/21/2004
IL,40,49,Chi Trib/WGN,lv,700,9/17/2004,9/20/2004
WA,38,52,Elway Poll,rv,405,9/17/2004,9/19/2004
WV,51,45,Gallup,lv,619,9/17/2004,9/20/2004
CA,40,53,LA Times,lv,861,9/17/2004,9/21/2004
PA,47,49,Philly Inquirer,lv,1133,9/17/2004,9/24/2004
MD,48,48,SurveyUSA,lv,598,9/17/2004,9/19/2004
OK,64,24,Wilson Research,lv,500,9/17/2004,9/20/2004
FL,49,46,Gallup,lv,674,9/18/2004,9/22/2004
NV,52,43,Gallup,lv,534,9/18/2004,9/21/2004
FL,49,41,Quinnipiac,rv,819,9/18/2004,9/21/2004
MN,46,46,Rasmussen,lv,500,9/18/2004,9/24/2004
RI,37,55,SurveyUSA,lv,705,9/18/2004,9/20/2004
NY,39,55,SurveyUSA,lv,582,9/18/2004,9/20/2004
CA,40,53,Rasmussen,lv,848,9/19/2004,9/25/2004
IA,47,45,Research 2000,lv,602,9/19/2004,9/21/2004
WA,46,51,SurveyUSA,lv,627,9/19/2004,9/21/2004
TX,58,37,SurveyUSA,lv,642,9/19/2004,9/21/2004
OR,48,47,SUSA,lv,747,9/19/2004,9/21/2004
SC,58,38,SUSA,lv,684,9/19/2004,9/21/2004
OR,43,53,Zogby,lv,430,9/2/2004,9/2/2004
NV,48,44,BR&S/LV Sun,lv,600,9/20/2004,9/28/2004
MT,54,36,Mason-Dixon,lv,625,9/20/2004,9/22/2004
MI,43,45,MRG,rv,600,9/20/2004,9/24/2004
OR,43,50,Research 2000,lv,600,9/20/2004,9/23/2004
NH,46,46,Research 2000,lv,600,9/20/2004,9/23/2004
NC,50,44,Research 2000,lv,600,9/20/2004,9/22/2004
NY,31,51,Siena,rv,1121,9/20/2004,9/23/2004
CA,43,48,Strategic Vision,lv,801,9/20/2004,9/22/2004
WA,45,47,Strategic Vision,lv,801,9/20/2004,9/22/2004
TN,55,41,SurveyUSA,lv,601,9/20/2004,9/22/2004
OK,64,33,SurveyUSA,lv,617,9/20/2004,9/22/2004
ME,47,46,SUSA,lv,636,9/20/2004,9/22/2004
IA,50,46,SUSA,lv,784,9/20/2004,9/22/2004
MI,44,46,Fox News,lv,800,9/21/2004,9/22/2004
PA,45,48,Fox News,lv,800,9/21/2004,9/22/2004
IA,48,45,Fox News,lv,800,9/21/2004,9/22/2004
OH,48,44,Fox News,lv,800,9/21/2004,9/22/2004
CO,52,44,SurveyUSA,lv,626,9/21/2004,9/23/2004
VA,53,42,SurveyUSA,lv,744,9/21/2004,9/23/2004
AZ,54,43,SurveyUSA,lv,631,9/21/2004,9/23/2004
OH,51,44,Columbus Dispatch,rv,2859,9/22/2004,10/1/2004
WI,50,40,Harris,lv,801,9/22/2004,9/26/2004
PA,46,49,Quinnipiac,lv,726,9/22/2004,9/26/2004
MO,51,45,Rasmussen,lv,400,9/22/2004,10/5/2004
DE,38,45,WHYY-TV,rv,590,9/22/2004,9/25/2004
NJ,44,45,FDU Public Mind,lv,489,9/23/2004,9/28/2004
AZ,52,42,KAET,rv,553,9/23/2004,9/26/2004
MI,46,46,Rasmussen,lv,400,9/23/2004,9/29/2004
NV,47,45,Rasmussen,lv,500,9/23/2004,9/23/2004
NC,54,42,Rasmussen,lv,500,9/23/2004,9/29/2004
ME,39,42,Strategic Mktg Svs,lv,400,9/23/2004,9/27/2004
FL,52,43,Gallup,lv,704,9/24/2004,9/27/2004
OR,45,47,KATU-TV,rv,624,9/24/2004,9/27/2004
VA,49,43,Mason-Dixon,lv,625,9/24/2004,9/27/2004
NJ,44,44,Strategic Vision,lv,801,9/24/2004,9/26/2004
OH,52,42,Strategic Vision,lv,801,9/24/2004,9/26/2004
OK,57,31,Wilson Research,lv,500,9/24/2004,9/26/2004
PA,49,46,Gallup,lv,654,9/25/2004,9/28/2004
OH,49,47,Gallup,lv,664,9/25/2004,9/28/2004
MA,36,50,Merrimack,a,805,9/25/2004,10/5/2004
PA,47,47,Rasmussen,lv,578,9/25/2004,10/1/2004
OH,48,47,Rasmussen,lv,597,9/25/2004,10/2/2004
WI,49,42,Strategic Vision,lv,801,9/25/2004,9/27/2004
GA,58,33,Strategic Vision,lv,801,9/25/2004,9/27/2004
NC,52,43,Mason-Dixon,lv,625,9/26/2004,9/28/2004
CT,44,50,Quinnipiac,lv,723,9/26/2004,9/28/2004
NJ,44,53,Rasmussen,lv,400,9/26/2004,10/10/2004
MI,42,48,Strategic Vision,lv,801,9/26/2004,9/29/2004
MN,46,47,Strategic Vision,lv,801,9/26/2004,9/30/2004
PA,44,45,Mason-Dixon,lv,625,9/27/2004,9/28/2004
SC,55,37,Mason-Dixon,lv,625,9/27/2004,9/29/2004
AL,59,22,Mobile Register,lv,519,9/27/2004,9/30/2004
IA,46,50,Rasmussen,lv,400,9/27/2004,10/10/2004
FL,51,47,Rasmussen,lv,781,9/27/2004,10/2/2004
CA,42,48,SJSU,lv,600,9/27/2004,10/1/2004
PA,48,45,Strategic Vision,lv,801,9/27/2004,9/29/2004
IA,49,44,Strategic Vision,lv,801,9/27/2004,9/29/2004
AR,53,44,SUSA,lv,579,9/27/2004,9/29/2004
NH,50,45,UNH Granite Poll,lv,538,9/27/2004,10/3/2004
IA,46,47,UofM HHI,lv,599,9/27/2004,10/3/2004
SD,50,37,KELO,rv,800,9/29/2004,9/29/2004
CA,42,53,Rasmussen,lv,864,9/29/2004,10/5/2004
CO,48,44,Rasmussen,lv,500,9/29/2004,9/29/2004
OK,64,30,Rasmussen,lv,500,9/29/2004,9/29/2004
AZ,54,38,Arizona Republic,lv,600,9/3/2004,9/5/2004
WA,44,52,CNN/USAT/Gallup,lv,646,9/3/2004,9/6/2004
MO,55,41,CNN/USAT/Gallup,lv,686,9/3/2004,9/6/2004
AL,53,42,Rasmussen,lv,416,9/3/2004,9/14/2004
NJ,39,43,Star-Ledger,rv,738,9/3/2004,9/7/2004
OK,61,30,Wilson Research,lv,500,9/3/2004,9/5/2004
CA,40,49,Field Poll,lv,586,9/30/2004,10/3/2004
PA,43,49,Keystone,lv,594,9/30/2004,10/4/2004
PA,48,47,CNN/USAT/Gallup,lv,718,9/4/2004,9/7/2004
OH,52,43,CNN/USAT/Gallup,lv,661,9/4/2004,9/7/2004
NC,55,42,Rasmussen,lv,445,9/4/2004,9/10/2004
WA,45,47,Strategic Vision,lv,801,9/5/2004,9/8/2004
UT,65,25,Deseret News,rv,915,9/6/2004,9/9/2004
PA,49,48,Rasmussen,lv,526,9/6/2004,9/12/2004
NC,50,46,SurveyUSA,lv,587,9/6/2004,9/8/2004
OH,50,47,SurveyUSA,lv,709,9/6/2004,9/8/2004
CA,42,52,SUSA,lv,598,9/6/2004,9/8/2004
HI,41,51,ARG,lv,600,9/7/2004,9/11/2004
MD,43,52,ARG,lv,600,9/7/2004,9/9/2004
MT,60,32,ARG,lv,600,9/7/2004,9/9/2004
SC,54,38,Harrison-Hickman,lv,600,9/7/2004,9/9/2004
NY,41,47,Quinnipiac,lv,929,9/7/2004,9/12/2004
IN,54,38,Research 2000,lv,600,9/7/2004,9/9/2004
MN,41,50,Star-Tribune,lv,1035,9/7/2004,9/13/2004
PA,47,49,SurveyUSA,lv,697,9/7/2004,9/9/2004
MO,48,46,SurveyUSA,lv,660,9/7/2004,9/9/2004
KY,56,39,SurveyUSA,lv,665,9/7/2004,9/9/2004
KS,60,35,SurveyUSA,lv,604,9/7/2004,9/9/2004
IN,60,36,SurveyUSA,lv,692,9/7/2004,9/9/2004
ME,44,48,ARG,lv,600,9/8/2004,9/10/2004
KY,57,39,ARG,lv,600,9/8/2004,9/12/2004
SD,58,39,ARG,lv,600,9/8/2004,9/12/2004
ID,59,30,ARG,lv,600,9/8/2004,9/10/2004
PA,49,49,Keystone,rv,491,9/8/2004,9/15/2004
SD,54,41,Rasmussen,lv,500,9/8/2004,9/8/2004
VT,40,50,ARG,lv,600,9/9/2004,9/12/2004
WA,44,51,ARG,lv,600,9/9/2004,9/13/2004
AK,57,30,ARG,lv,600,9/9/2004,9/11/2004
NE,61,30,ARG,lv,600,9/9/2004,9/12/2004
ND,62,33,ARG,lv,600,9/9/2004,9/12/2004
WY,65,29,ARG,lv,600,9/9/2004,9/11/2004
MI,44,50,CNN/USAT/Gallup,lv,673,9/9/2004,9/12/2004
WI,52,44,CNN/USAT/Gallup,lv,631,9/9/2004,9/12/2004
ME,43,43,Zogby,rv,400,9/9/2004,9/9/2004
