state,pollster,DEM,GOP,start_date,end_date,sample_size,population
PA,Strategic Vision,44,47,3/7/2008,3/9/2008,1200,lv
US,NBC/WSJ,47,44,3/7/2008,3/10/2008,1012,rv
US,Time,44,41,3/9/2007,3/12/2007,1500,rv
ME,Rasmussen,49,39,4/1/2008,4/1/2008,500,lv
OK,Cole Hargrave Snodgrass & Associates,21,62,4/1/2008,4/10/2008,500,rv
NJ,Quinnipiac,43,41,4/10/2007,4/16/2007,1424,rv
US,ABC News/Wash Post,49,44,4/10/2008,4/13/2008,1197,a
US,Reuters/Zogby,45,45,4/10/2008,4/13/2008,1049,lv
US,Rasmussen,42,49,4/10/2008,4/13/2008,1600,lv
US,Zogby,44,42,4/10/2008,4/12/2008,1049,lv
FL,Rasmussen,38,53,4/10/2008,4/10/2008,500,lv
NC,Rasmussen,47,47,4/10/2008,4/10/2008,500,lv
PA,Strategic Vision,39,49,4/11/2008,4/13/2008,1200,lv
NM,SurveyUSA,44,50,4/11/2008,4/13/2008,490,rv
NY,SurveyUSA,52,43,4/11/2008,4/13/2008,499,rv
CA,SurveyUSA,50,43,4/11/2008,4/13/2008,503,rv
VA,SurveyUSA,44,52,4/11/2008,4/13/2008,515,rv
KS,SurveyUSA,37,54,4/11/2008,4/13/2008,516,rv
OH,SurveyUSA,45,47,4/11/2008,4/13/2008,527,rv
MN,SurveyUSA,49,43,4/11/2008,4/13/2008,535,rv
KY,SurveyUSA,29,63,4/11/2008,4/13/2008,538,rv
WI,SurveyUSA,49,44,4/11/2008,4/13/2008,541,rv
MO,SurveyUSA,42,50,4/11/2008,4/13/2008,542,rv
OR,SurveyUSA,51,42,4/11/2008,4/13/2008,543,rv
MA,SurveyUSA,48,46,4/11/2008,4/13/2008,546,rv
IA,SurveyUSA,49,42,4/11/2008,4/13/2008,553,rv
NY,Siena,45,40,4/13/2008,4/16/2008,624,rv
WA,SurveyUSA,53,40,4/14/2008,4/16/2008,634,lv
NY,Quinnipiac,47,39,4/14/2008,4/15/2008,1257,lv
WI,U. of WI,47,43,4/15/2008,4/24/2008,345,lv
AZ,Rasmussen,37,57,4/15/2008,4/15/2008,500,lv
CA,Rasmussen,50,43,4/16/2008,4/16/2008,500,lv
CO,Rasmussen,46,43,4/16/2008,4/16/2008,500,lv
US,Newsweek,48,44,4/16/2008,4/17/2008,1209,rv
US,Cook/RT Strategies,45,44,4/17/2008,4/20/2008,802,rv
US,USA Today/Gallup,47,44,4/18/2008,4/20/2008,1016,a
US,Gallup,45,45,4/2/2008,4/6/2008,4380,rv
US,NBC/WSJ,45,39,4/20/2007,4/23/2007,1004,a
IN,Indy Star/Selzer,49,41,4/20/2008,4/23/2008,500,a
IN,Research 2000,43,51,4/21/2008,4/24/2008,600,lv
IA,Research 2000,49,41,4/21/2008,4/23/2008,600,lv
NV,Rasmussen,43,48,4/21/2008,4/21/2008,500,lv
MN,Rasmussen,52,38,4/22/2008,4/22/2008,500,lv
MA,Rasmussen,51,39,4/23/2008,4/23/2008,500,lv
OH,Quinnipiac,42,43,4/23/2008,4/29/2008,1127,rv
FL,Quinnipiac,43,44,4/23/2008,4/29/2008,1411,rv
PA,Quinnipiac,47,38,4/23/2008,4/29/2008,1494,rv
US,Pew Research,50,44,4/23/2008,4/27/2008,1323,rv
US,AP-Ipsos,46,44,4/23/2008,4/27/2008,760,rv
US,Rasmussen,46,46,4/24/2008,4/27/2008,1600,lv
PA,Rasmussen,43,44,4/24/2008,4/24/2008,500,lv
NJ,Monmouth/Gannett,56,32,4/24/2008,4/28/2008,720,rv
AZ,Arizona State,38,47,4/24/2008,4/27/2008,577,rv
US,Newsweek,47,44,4/24/2008,4/25/2008,1203,rv
US,Quinnipiac,42,42,4/25/2007,5/1/2007,1166,rv
NH,University of New Hampshire,43,49,4/25/2008,4/30/2008,456,lv
US,CBS News/NY Times,45,45,4/25/2008,4/29/2008,956,rv
US,NBC/WSJ,46,43,4/25/2008,4/28/2008,1006,rv
US,Marist,39,46,4/26/2007,5/1/2007,823,rv
US,Hotline/FD,48,37,4/26/2007,4/30/2007,801,rv
IN,Downs Center,48,47,4/28/2008,4/30/2008,1274,lv
NC,Research 2000,41,50,4/28/2008,4/30/2008,600,lv
NH,Dartmouth,39,42,4/28/2008,5/2/2008,400,rv
US,CNN,49,45,4/28/2008,4/30/2008,906,rv
US,FOX News,43,46,4/28/2008,4/29/2008,900,rv
NY,Rasmussen,52,35,4/29/2008,4/29/2008,500,lv
MI,EPIC-MRA,43,41,4/3/2008,4/8/2008,600,lv
TN,Rasmussen,31,58,4/3/2008,4/3/2008,500,lv
NY,WNBC/Marist,46,48,4/3/2008,4/4/2008,576,rv
NH,Rasmussen,41,51,4/30/2008,4/30/2008,500,lv
US,Ipsos,46,42,4/30/2008,5/4/2008,755,rv
US,Hotline/FD,45,40,4/30/2008,5/3/2008,803,rv
US,Hotline/FD,47,43,4/30/2008,5/3/2008,803,rv
US,Time,47,42,4/5/2007,4/9/2007,1102,rv
US,LA Times/Bloomberg,48,40,4/5/2007,4/9/2007,603,rv
MT,Rasmussen,43,48,4/6/2008,4/6/2008,500,lv
AK,Rasmussen,43,48,4/7/2008,4/7/2008,500,lv
US,AP-Ipsos,45,45,4/7/2008,4/9/2008,749,rv
NM,Rasmussen,45,42,4/8/2008,4/8/2008,500,lv
OH,Rasmussen,40,47,4/8/2008,4/8/2008,500,lv
US,Rasmussen,48,42,4/9/2007,4/10/2007,800,lv
NC,Civitas/TelOpinion,39,48,4/9/2008,4/10/2008,800,lv
PA,Rasmussen,47,39,4/9/2008,4/9/2008,500,lv
PA,Susquehanna,46,39,5/1/2008,5/6/2008,800,lv
US,USA Today/Gallup,47,48,5/1/2008,5/3/2008,803,lv
TX,Rasmussen,43,48,5/1/2008,5/1/2008,500,lv
US,LA Times/Bloomberg,46,40,5/1/2008,5/8/2008,1986,rv
US,CBS News/NY Times,51,40,5/1/2008,5/3/2008,601,rv
US,Battleground,49,47,5/11/2008,5/14/2008,1018,lv
US,IBD/TIPP,48,37,5/12/2008,5/18/2008,953,a
CA,PPIC,54,37,5/12/2008,5/18/2008,1086,lv
AK,Daily Kos/R2000,42,49,5/12/2008,5/14/2008,600,lv
AR,Rasmussen,33,57,5/12/2008,5/12/2008,500,lv
WA,Rasmussen,51,40,5/12/2008,5/12/2008,500,lv
AZ,Behavior Res. Ctr,39,50,5/12/2008,5/20/2008,630,rv
VA,VCU,36,44,5/12/2008,5/18/2008,852,rv
US,Gallup,44,47,5/12/2008,5/16/2008,4385,rv
MN,Star Tribune,51,38,5/12/2008,5/15/2008,1117,rv
NY,Siena,49,38,5/12/2008,5/15/2008,622,rv
US,Rasmussen,44,45,5/13/2008,5/16/2008,3000,lv
US,Democracy Corps,48,46,5/13/2008,5/15/2008,1014,lv
IA,Rasmussen,44,42,5/13/2008,5/13/2008,500,lv
KS,Rasmussen,34,55,5/13/2008,5/13/2008,500,lv
OH,Quinnipiac,40,44,5/13/2008,5/20/2008,1244,rv
FL,Quinnipiac,41,45,5/13/2008,5/20/2008,1419,rv
PA,Quinnipiac,46,40,5/13/2008,5/20/2008,1667,rv
UT,Deseret News,27,62,5/13/2008,5/19/2008,604,rv
US,Rasmussen,42,38,5/14/2008,5/15/2008,800,lv
AK,Rasmussen,41,50,5/14/2008,5/14/2008,500,lv
ME,Rasmussen,51,38,5/14/2008,5/14/2008,500,lv
NM,Rasmussen,50,41,5/14/2008,5/14/2008,500,lv
NC,Civitas/TelOpinion,39,44,5/14/2008,5/17/2008,700,rv
PA,Morning Call,36,39,5/15/2007,5/21/2007,416,rv
US,Reuters/Zogby,48,40,5/15/2008,5/18/2008,1076,lv
US,Zogby,47,37,5/15/2008,5/18/2008,1076,lv
NE,Rasmussen,39,50,5/15/2008,5/15/2008,500,lv
OH,Rasmussen,44,45,5/15/2008,5/15/2008,500,lv
US,Hotline/FD,42,39,5/16/2007,5/20/2007,800,rv
CA,Field,52,35,5/16/2008,5/27/2008,914,lv
MO,SurveyUSA,45,48,5/16/2008,5/18/2008,1523,lv
CA,SurveyUSA,49,41,5/16/2008,5/18/2008,600,rv
KS,SurveyUSA,39,49,5/16/2008,5/18/2008,600,rv
MA,SurveyUSA,46,41,5/16/2008,5/18/2008,600,rv
NE,SurveyUSA,40,49,5/16/2008,5/18/2008,600,rv
NY,SurveyUSA,48,38,5/16/2008,5/18/2008,600,rv
MN,SurveyUSA,47,42,5/16/2008,5/18/2008,600,rv
NM,SurveyUSA,44,44,5/16/2008,5/18/2008,600,rv
OH,SurveyUSA,48,39,5/16/2008,5/18/2008,600,rv
OR,SurveyUSA,49,39,5/16/2008,5/18/2008,600,rv
PA,SurveyUSA,48,40,5/16/2008,5/18/2008,600,rv
WI,SurveyUSA,48,42,5/16/2008,5/18/2008,600,rv
WA,SurveyUSA,52,36,5/16/2008,5/18/2008,600,rv
VA,SurveyUSA,49,42,5/16/2008,5/18/2008,600,rv
US,Zogby,46,43,5/17/2007,5/20/2007,993,rv
NC,SurveyUSA,43,51,5/17/2008,5/19/2008,713,lv
NE,Research 2000,29,57,5/19/2008,5/21/2008,600,lv
MS,Research 2000,39,54,5/19/2008,5/21/2008,600,lv
MT,Mason-Dixon,39,47,5/19/2008,5/21/2008,625,lv
CO,Rasmussen,48,42,5/19/2008,5/19/2008,500,lv
FL,Rasmussen,40,50,5/19/2008,5/19/2008,500,lv
MI,Detroit News,40,44,5/19/2008,5/22/2008,600,rv
US,Newsweek,52,39,5/2/2007,5/3/2007,831,rv
WY,Research 2000,40,53,5/20/2008,5/21/2008,500,lv
NV,Rasmussen,40,46,5/20/2008,5/20/2008,500,lv
GA,Insider Advantage,35,45,5/20/2008,5/20/2008,652,lv
TX,Baselice & Associates,36,52,5/20/2008,5/25/2008,1005,rv
CA,LA Times/KTLA,47,40,5/20/2008,5/21/2008,705,rv
NH,Rasmussen,48,43,5/21/2008,5/21/2008,500,lv
PA,Rasmussen,45,43,5/21/2008,5/21/2008,500,lv
US,Pew Research,47,44,5/21/2008,5/25/2008,1242,rv
US,Newsweek,46,46,5/21/2008,5/22/2008,1205,rv
IA,SurveyUSA,47,38,5/21/2008,5/22/2008,600,rv
KY,Rasmussen,32,57,5/22/2008,5/22/2008,500,lv
MN,Rasmussen,53,38,5/22/2008,5/22/2008,500,lv
WA,Elway Poll,44,38,5/26/2008,5/29/2008,405,rv
MS,Rasmussen,44,50,5/27/2008,5/27/2008,500,lv
IN,Indiana Legislative Insight,39,47,5/27/2008,6/1/2008,601,rv
MI,SurveyUSA,37,41,5/27/2008,5/27/2008,529,rv
NC,PPP,40,43,5/28/2008,5/29/2008,543,lv
LA,Rasmussen,41,50,5/28/2008,5/28/2008,500,lv
NY,Rasmussen,52,33,5/28/2008,5/28/2008,500,lv
CT,Rasmussen,47,44,5/29/2008,5/29/2008,500,lv
MA,Rasmussen,51,38,5/29/2008,5/29/2008,500,lv
US,Cook/RT Strategies,44,43,5/29/2008,5/31/2008,802,rv
US,CBS News,48,42,5/30/2008,6/3/2008,930,rv
US,USA Today/Gallup,47,44,5/30/2008,6/1/2008,803,rv
TX,Research 2000,39,52,5/5/2008,5/7/2008,600,lv
WI,Rasmussen,43,47,5/5/2008,5/5/2008,500,lv
GA,Rasmussen,39,53,5/6/2008,5/6/2008,500,lv
MO,Rasmussen,41,47,5/6/2008,5/6/2008,500,lv
KY,Research 2000,33,58,5/7/2008,5/9/2008,600,lv
US,POS/GQR,48,43,5/7/2008,5/8/2008,800,lv
MI,Rasmussen,44,45,5/7/2008,5/7/2008,500,lv
OR,Rasmussen,52,38,5/7/2008,5/7/2008,500,lv
US,ABC News/Wash Post,51,44,5/8/2008,5/11/2008,1122,a
NC,PPP,42,49,5/8/2008,5/9/2008,616,lv
NC,Rasmussen,45,48,5/8/2008,5/8/2008,500,lv
VA,Rasmussen,44,47,5/8/2008,5/8/2008,500,lv
US,Quinnipiac,47,40,5/8/2008,5/12/2008,1475,rv
GA,Strategic Vision,40,54,5/9/2008,5/11/2008,800,lv
ME,Critical Insights,51,31,6/1/2008,6/27/2008,602,a
UT,Jones & Assoc,31,54,6/1/2008,6/3/2008,252,lv
IA,Rasmussen,45,38,6/10/2008,6/10/2008,500,lv
NC,Rasmussen,43,45,6/10/2008,6/10/2008,500,lv
ME,Pan Atlantic SMS,37,26,6/10/2008,6/18/2008,400,rv
US,USA Today/Gallup,48,46,6/11/2007,6/14/2007,927,rv
KS,Rasmussen,37,47,6/11/2008,6/11/2008,500,lv
MN,Rasmussen,52,39,6/11/2008,6/11/2008,500,lv
OR,Rasmussen,46,38,6/11/2008,6/11/2008,500,lv
NC,Civitas/TelOpinion,41,45,6/11/2008,6/13/2008,600,rv
US,Reuters/Zogby,47,42,6/12/2008,6/14/2008,1113,lv
US,Zogby,45,40,6/12/2008,6/14/2008,1113,lv
AR,Rasmussen,39,48,6/12/2008,6/12/2008,500,lv
VA,Rasmussen,45,44,6/12/2008,6/12/2008,500,lv
US,Cook/RT Strategies,44,40,6/12/2008,6/15/2008,880,rv
US,Rasmussen,46,38,6/13/2007,6/14/2007,800,lv
FL,ARG,49,44,6/13/2008,6/17/2008,600,lv
IA,SurveyUSA,49,45,6/13/2008,6/16/2008,528,lv
WI,SurveyUSA,52,43,6/13/2008,6/16/2008,538,lv
MN,SurveyUSA,47,46,6/13/2008,6/16/2008,543,lv
KY,SurveyUSA,41,53,6/13/2008,6/16/2008,626,lv
VA,PPP,47,45,6/14/2008,6/16/2008,893,lv
OH,PPP,50,39,6/14/2008,6/15/2008,733,lv
US,USA Today/Gallup,50,44,6/15/2008,6/19/2008,1310,lv
AK,Rasmussen,41,45,6/16/2008,6/16/2008,500,lv
ME,Rasmussen,55,33,6/16/2008,6/16/2008,500,lv
UT,Deseret News,29,57,6/16/2008,6/19/2008,405,rv
US,F&M/Hearst-Argyle,42,36,6/16/2008,6/22/2008,1501,rv
PA,Franklin & Marshall,42,36,6/16/2008,6/22/2008,1501,rv
CO,Quinnipiac/WSJ/WP,49,44,6/17/2008,6/24/2008,1351,lv
MI,Quinnipiac/WSJ/WP,48,42,6/17/2008,6/24/2008,1411,lv
WI,Quinnipiac/WSJ/WP,52,39,6/17/2008,6/24/2008,1537,lv
MN,Quinnipiac/WSJ/WP,54,37,6/17/2008,6/24/2008,1572,lv
CA,SurveyUSA,53,41,6/17/2008,6/19/2008,503,lv
WA,SurveyUSA,55,40,6/17/2008,6/19/2008,532,lv
NM,SurveyUSA,49,46,6/17/2008,6/19/2008,539,lv
OR,SurveyUSA,48,45,6/17/2008,6/19/2008,547,lv
CO,Rasmussen,43,41,6/17/2008,6/17/2008,500,lv
OH,Rasmussen,43,44,6/17/2008,6/17/2008,500,lv
NJ,Fairleigh Dickinson,49,33,6/17/2008,6/23/2008,702,rv
US,FOX News,42,39,6/17/2008,6/18/2008,900,rv
US,FOX News,45,41,6/17/2008,6/18/2008,900,rv
NY,Siena,49,35,6/18/2007,6/21/2007,800,rv
GA,InAdv/PollPosition,43,44,6/18/2008,6/18/2008,408,lv
FL,Rasmussen,39,47,6/18/2008,6/18/2008,500,lv
NH,Rasmussen,50,39,6/18/2008,6/18/2008,500,lv
NV,Rasmussen,42,45,6/18/2008,6/18/2008,500,lv
NM,Rasmussen,47,39,6/18/2008,6/18/2008,500,lv
US,Pew Research,48,40,6/18/2008,6/29/2008,1574,rv
RI,Rhode Island College,53,25,6/18/2008,6/27/2008,500,rv
US,Newsweek,51,36,6/18/2008,6/19/2008,896,rv
NC,Public Policy Polling,44,45,6/19/2007,6/19/2007,545,lv
UT,Rasmussen,33,52,6/19/2008,6/19/2008,500,lv
US,Time,47,43,6/19/2008,6/25/2008,805,rv
US,LA Times/Bloomberg,48,33,6/19/2008,6/23/2008,1115,rv
US,LA Times/Bloomberg,49,37,6/19/2008,6/23/2008,1115,rv
KS,Research 2000,40,51,6/2/2008,6/4/2008,600,lv
TX,Rasmussen,39,52,6/2/2008,6/2/2008,500,lv
WV,Rasmussen,37,45,6/2/2008,6/2/2008,500,lv
US,IBD/TIPP,43,40,6/2/2008,6/8/2008,916,rv
US,Newsweek,51,41,6/20/2007,6/21/2007,831,rv
MO,SurveyUSA,43,50,6/20/2008,6/22/2008,543,lv
OH,SurveyUSA,48,46,6/20/2008,6/22/2008,580,lv
VA,SurveyUSA,49,47,6/20/2008,6/22/2008,630,lv
AZ,Arizona State,28,38,6/20/2008,6/21/2008,350,rv
IN,SurveyUSA,48,47,6/21/2008,6/23/2008,627,lv
MI,PPP,48,39,6/21/2008,6/22/2008,571,lv
US,CNN,48,44,6/22/2007,6/24/2007,907,rv
US,Democracy Corps,49,45,6/22/2008,6/25/2008,2000,lv
PA,Rasmussen,46,42,6/22/2008,6/22/2008,1000,lv
CA,Rasmussen,58,30,6/23/2008,6/23/2008,500,lv
NE,Rasmussen,36,52,6/23/2008,6/23/2008,500,lv
WA,Strategies 360,47,39,6/23/2008,6/26/2008,1200,rv
TN,Rasmussen,36,51,6/24/2008,6/24/2008,500,lv
MS,Rasmussen,44,50,6/24/2008,6/24/2008,500,lv
NY,SurveyUSA,57,37,6/25/2008,6/27/2008,531,lv
MA,SurveyUSA,53,40,6/25/2008,6/27/2008,607,lv
AZ,Rasmussen,40,49,6/25/2008,6/25/2008,500,lv
TX,Rasmussen,39,48,6/25/2008,6/25/2008,500,lv
NJ,Quinnipiac,44,40,6/26/2007,7/2/2007,1604,rv
US,McLaughlin,46,38,6/26/2008,6/29/2008,1000,lv
NC,PPP,41,45,6/26/2008,6/29/2008,1048,lv
CT,Quinnipiac,56,35,6/26/2008,6/29/2008,2437,lv
FL,PPP,46,44,6/26/2008,6/29/2008,723,lv
LA,S. Media/Op. Research,36,52,6/26/2008,6/28/2008,600,lv
FL,Rasmussen,41,48,6/26/2008,6/26/2008,500,lv
GA,Rasmussen,43,53,6/26/2008,6/26/2008,800,lv
US,CNN,46,43,6/26/2008,6/29/2008,906,rv
US,CNN,50,45,6/26/2008,6/29/2008,906,rv
FL,Strategic Vision,41,49,6/27/2008,6/29/2008,1200,lv
GA,Strategic Vision,43,51,6/27/2008,6/29/2008,800,lv
KS,TargetPoint,36,49,6/27/2008,7/1/2008,3004,rv
US,Rasmussen,49,44,6/29/2008,7/1/2008,3000,lv
MO,Rasmussen,43,42,6/3/2008,6/3/2008,500,lv
NY,Quinnipiac,50,36,6/3/2008,6/8/2008,1388,rv
CT,Research 2000,57,35,6/30/2008,7/2/2008,600,lv
MA,Rasmussen,53,33,6/30/2008,6/30/2008,500,lv
NY,Rasmussen,60,29,6/30/2008,6/30/2008,500,lv
RI,Rasmussen,55,31,6/30/2008,6/30/2008,500,lv
US,Gallup,47,43,6/30/2008,7/2/2008,2641,rv
GA,Rasmussen,41,51,6/4/2008,6/4/2008,500,lv
NJ,Rasmussen,48,39,6/4/2008,6/4/2008,500,lv
US,CNN,47,43,6/4/2008,6/5/2008,921,rv
US,CNN,49,46,6/4/2008,6/5/2008,921,rv
US,Quinnipiac,43,41,6/5/2007,6/11/2007,1711,rv
NJ,Quinnipiac,45,39,6/5/2008,6/8/2008,1473,lv
KS,Cooper & Secrest,41,45,6/5/2008,6/8/2008,808,lv
SC,Rasmussen,39,48,6/5/2008,6/5/2008,500,lv
WI,Rasmussen,45,43,6/5/2008,6/5/2008,500,lv
US,Hotline/FD,44,42,6/5/2008,6/8/2008,806,rv
NY,New York Times,51,32,6/6/2008,6/11/2008,931,rv
US,NBC News/Wall St. Jrnl,47,41,6/6/2008,6/9/2008,1000,rv
US,LA Times/Bloomberg,47,35,6/7/2007,6/10/2007,1056,rv
US,Gallup,48,41,6/7/2008,6/9/2008,2633,rv
US,Rasmussen,49,44,6/8/2008,6/10/2008,3000,lv
WI,U. of WI,50,37,6/8/2008,6/10/2008,506,lv
MA,Suffolk/7News,53,30,6/8/2008,6/10/2008,500,rv
OH,Quinnipiac,48,42,6/9/2008,6/16/2008,1396,lv
FL,Quinnipiac,47,43,6/9/2008,6/16/2008,1453,lv
PA,Quinnipiac,52,40,6/9/2008,6/16/2008,1511,lv
OK,Research 2000,38,52,6/9/2008,6/11/2008,600,lv
NV,Mason-Dixon,42,44,6/9/2008,6/11/2008,625,lv
MI,Rasmussen,45,42,6/9/2008,6/9/2008,500,lv
WA,Rasmussen,53,35,6/9/2008,6/9/2008,500,lv
CT,Rasmussen,52,35,7/1/2008,7/1/2008,500,lv
MT,Rasmussen,48,43,7/1/2008,7/1/2008,500,lv
IA,Rasmussen,51,41,7/10/2008,7/10/2008,500,lv
MI,Rasmussen,50,42,7/10/2008,7/10/2008,500,lv
MN,Rasmussen,54,37,7/10/2008,7/10/2008,500,lv
NH,University of New Hampshire,46,43,7/11/2008,7/20/2008,475,lv
NJ,Strategic Vision,47,38,7/11/2008,7/13/2008,800,lv
US,Zogby,45,42,7/12/2007,7/14/2007,1012,lv
NC,SurveyUSA,45,50,7/12/2008,7/14/2008,676,lv
MI,Detroit News,43,41,7/13/2008,7/16/2008,600,lv
US,Rasmussen,48,45,7/13/2008,7/15/2008,3000,lv
WA,SurveyUSA,55,39,7/13/2008,7/15/2008,666,lv
US,Gallup,47,44,7/13/2008,7/15/2008,2638,rv
WI,Quinnipiac/WSJ/WP,50,39,7/14/2008,7/22/2008,1094,lv
MN,Quinnipiac/WSJ/WP,46,44,7/14/2008,7/22/2008,1261,lv
CO,Quinnipiac/WSJ/WP,44,46,7/14/2008,7/22/2008,1425,lv
MI,Quinnipiac/WSJ/WP,46,42,7/14/2008,7/22/2008,1684,lv
MI,Democracy Corps,48,43,7/14/2008,7/21/2008,764,lv
AK,Daily Kos/R2000,41,51,7/14/2008,7/16/2008,600,lv
KS,Rasmussen,35,58,7/14/2008,7/14/2008,500,lv
NC,Civitas/TelOpinion,40,43,7/14/2008,7/16/2008,800,rv
NC,Rasmussen,45,48,7/15/2008,7/15/2008,500,lv
OR,Rasmussen,49,40,7/15/2008,7/15/2008,500,lv
US,Rasmussen,47,38,7/16/2007,7/17/2007,1029,lv
NV,Rasmussen,47,45,7/16/2008,7/16/2008,500,lv
VA,Rasmussen,47,48,7/16/2008,7/16/2008,500,lv
US,FOX News,47,37,7/17/2007,7/18/2007,900,rv
NJ,Monmouth/Gannett,50,36,7/17/2008,7/21/2008,698,lv
OH,PPP,48,40,7/17/2008,7/20/2008,1058,lv
VA,PPP,46,44,7/17/2008,7/20/2008,1327,lv
AK,Rasmussen,44,49,7/17/2008,7/17/2008,500,lv
AR,Rasmussen,39,52,7/17/2008,7/17/2008,500,lv
GA,Rasmussen,42,53,7/17/2008,7/17/2008,500,lv
ME,Rasmussen,49,41,7/17/2008,7/17/2008,500,lv
NY,Siena,44,26,7/17/2008,7/29/2008,671,rv
TX,University of Texas,33,43,7/18/2008,7/30/2008,668,rv
US,NBC News/Wall St. Jrnl,47,41,7/18/2008,7/21/2008,1003,rv
US,NBC/WSJ,48,35,7/18/2008,7/21/2008,1003,rv
OK,Sooner Poll,24,56,7/19/2008,7/23/2008,750,lv
MO,PPP,44,47,7/2/2008,7/5/2008,723,lv
GA,InAdv/PollPosition,44,46,7/2/2008,7/2/2008,502,lv
FL,McLaughlin,40,45,7/20/2008,7/28/2008,1600,lv
US,Democracy Corps,49,43,7/21/2008,7/24/2008,1004,lv
US,Democracy Corps,50,45,7/21/2008,7/24/2008,1004,lv
ND,Research 2000,42,45,7/21/2008,7/23/2008,500,lv
MS,Research 2000,42,51,7/21/2008,7/23/2008,600,lv
CO,Rasmussen,50,47,7/21/2008,7/21/2008,500,lv
OH,Rasmussen,42,52,7/21/2008,7/21/2008,500,lv
SC,Research 2000,40,53,7/22/2008,7/23/2008,500,lv
FL,Rasmussen,49,47,7/22/2008,7/22/2008,500,lv
MN,Rasmussen,52,39,7/22/2008,7/22/2008,500,lv
US,FOX News,40,37,7/22/2008,7/23/2008,900,rv
US,FOX News,41,40,7/22/2008,7/23/2008,900,rv
OH,Quinnipiac,46,44,7/23/2008,7/29/2008,1229,lv
FL,Quinnipiac,46,44,7/23/2008,7/29/2008,1238,lv
PA,Quinnipiac,49,42,7/23/2008,7/29/2008,1317,lv
MI,PPP,46,43,7/23/2008,7/27/2008,883,lv
NH,Rasmussen,49,45,7/23/2008,7/23/2008,700,lv
PA,Rasmussen,51,45,7/23/2008,7/23/2008,700,lv
US,Pew Research,47,42,7/23/2008,7/27/2008,1241,rv
CA,Rasmussen,52,42,7/24/2008,7/24/2008,500,lv
NM,Rasmussen,49,43,7/24/2008,7/24/2008,700,lv
PA,Strategic Vision,49,40,7/25/2008,7/27/2008,1200,lv
US,USA Today/Gallup,45,49,7/25/2008,7/27/2008,791,lv
WA,Strategic Vision,48,37,7/25/2008,7/27/2008,800,lv
WA,Elway Poll,47,35,7/27/2008,7/31/2008,405,rv
US,CNN,46,42,7/27/2008,7/29/2008,914,rv
US,CNN,51,44,7/27/2008,7/29/2008,914,rv
ID,Research 2000,37,53,7/28/2008,7/30/2008,500,lv
KY,Research 2000,35,56,7/28/2008,7/30/2008,600,lv
NC,Research 2000,43,47,7/28/2008,7/30/2008,600,lv
NE,Rasmussen,36,55,7/28/2008,7/28/2008,500,lv
MS,Rasmussen,42,54,7/28/2008,7/28/2008,500,lv
MO,SurveyUSA,44,49,7/29/2008,7/31/2008,1459,lv
KY,Rasmussen,43,52,7/29/2008,7/29/2008,500,lv
MT,Rasmussen,47,47,7/29/2008,7/29/2008,500,lv
FL,PPP,44,47,7/30/2008,8/2/2008,800,lv
AZ,PPP,40,52,7/30/2008,7/31/2008,1000,lv
AK,Rasmussen,42,48,7/30/2008,7/30/2008,500,lv
AZ,Rasmussen,38,57,7/30/2008,7/30/2008,500,lv
TX,Rasmussen,44,52,7/30/2008,7/30/2008,500,lv
NY,Quinnipiac,57,36,7/31/2008,8/4/2008,1353,lv
US,Time,44,41,7/31/2008,8/4/2008,808,lv
US,Time,46,41,7/31/2008,8/4/2008,808,lv
US,Zogby,41,42,7/31/2008,8/1/2008,1011,lv
CT,Rasmussen,53,40,7/31/2008,7/31/2008,500,lv
US,Pew Research,46,43,7/31/2008,8/10/2008,2414,rv
US,CBS News,45,39,7/31/2008,8/5/2008,906,rv
US,AP-Ipsos,47,41,7/31/2008,8/4/2008,833,rv
US,AP-Ipsos,48,42,7/31/2008,8/4/2008,833,rv
MO,Research 2000,48,43,7/7/2008,7/10/2008,800,lv
MO,Rasmussen,45,50,7/7/2008,7/7/2008,500,lv
NJ,Rasmussen,47,44,7/7/2008,7/7/2008,500,lv
US,CBS News/NY Times,45,39,7/7/2008,7/14/2008,1462,rv
US,IBD/TIPP,40,37,7/7/2008,7/11/2008,854,rv
NY,Siena,50,37,7/7/2008,7/10/2008,626,rv
CA,PPIC,50,35,7/8/2008,7/22/2008,1401,lv
US,Quinnipiac,50,41,7/8/2008,7/13/2008,1725,lv
IL,Rasmussen,52,41,7/8/2008,7/8/2008,500,lv
ND,Rasmussen,46,47,7/8/2008,7/8/2008,500,lv
WI,Rasmussen,52,42,7/8/2008,7/8/2008,500,lv
US,Reuters/Zogby,46,36,7/9/2008,7/13/2008,1039,lv
US,Reuters/Zogby,47,40,7/9/2008,7/13/2008,1039,lv
SC,PPP,39,45,7/9/2008,7/11/2008,542,lv
CO,PPP,47,43,7/9/2008,7/10/2008,1050,lv
WA,Moore Info.,47,37,7/9/2008,7/10/2008,400,lv
LA,Rasmussen,37,56,7/9/2008,7/9/2008,500,lv
SD,Rasmussen,43,47,7/9/2008,7/9/2008,500,lv
WA,Rasmussen,51,43,7/9/2008,7/9/2008,500,lv
US,Newsweek,44,41,7/9/2008,7/10/2008,1037,rv
US,Rasmussen,46,40,8/1/2007,8/2/2007,800,lv
US,Rasmussen,46,47,8/1/2008,8/3/2008,3000,lv
